n,filename,size,source_doi,description
327,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m01_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
328,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m01_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
329,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m01_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,36 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
330,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m02_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
331,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m02_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
332,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m02_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
333,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m02_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
334,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m03_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
335,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m03_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
336,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m03_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
337,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m03_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,34.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
338,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m04_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
339,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m04_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,45 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
340,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m04_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
341,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m04_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,32.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
342,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m05_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
343,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m05_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,44.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
344,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m05_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
345,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m05_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,31.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
346,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m06_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
347,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m06_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,44.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
348,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m06_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
349,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m06_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,31 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
350,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m07_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.7 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
351,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m07_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,44.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
352,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m07_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
353,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m07_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,30.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
354,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m08_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
355,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m08_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,44.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
356,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m08_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
357,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m08_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,30.5 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
358,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m09_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,46 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
359,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m09_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,44.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
360,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m09_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
361,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m09_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,30.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
362,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m10_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,47.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
363,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m10_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
364,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m10_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
365,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m10_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,33.4 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
366,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m11_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
367,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m11_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
368,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m11_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
369,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m11_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
370,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m12_p05_1km_s0..0cm_2000..2021_mood_v1.2.tif,48.3 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
371,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m12_p50_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
372,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m12_p95_1km_s0..0cm_2000..2021_mood_v1.2.tif,46.6 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
373,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.m12_sd_1km_s0..0cm_2000..2021_mood_v1.2.tif,35.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
374,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.trend.logit.ols.alpha_m_1km_s0..0cm_2000..2021_mood_v1.2.tif,50.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
375,https://s3.eu-central-1.wasabisys.com/mood/static/clm_lst_mod11a2.nighttime.trend.logit.ols.beta_m_1km_s0..0cm_2000..2021_mood_v1.2.tif,45.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature daytime and nighttime long-term aggregated values (2000-2021) m = month, p = quantile, sd = standard deviation"
376,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.apr_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.5 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
377,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.apr_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.7 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
378,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.aug_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,8 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
379,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.aug_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,5.3 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
380,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.dec_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,9.9 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
381,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.dec_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,10 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
382,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.feb_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.2 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
383,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.feb_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.2 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
384,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.jan_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,9 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
385,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.jan_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.7 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
386,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.jul_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,4.2 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
387,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.jul_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,4 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
388,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.jun_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,6.5 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
389,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.jun_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,5.1 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
390,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.mar_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.1 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
391,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.mar_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,8.4 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
392,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.may_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,7.9 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
393,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.may_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,6.8 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
394,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.nov_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,12.4 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
395,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.nov_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,10.7 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
396,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.oct_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,12.5 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
397,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.oct_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,10.1 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
398,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.sep_p.90_1km_s0..0cm_2000..2012_mood_v2.0.tif,10.3 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
399,https://s3.eu-central-1.wasabisys.com/mood/static/clm_snow.prob_esacci.sep_sd_1km_s0..0cm_2000..2012_mood_v2.0.tif,7.2 Mb,https://doi.org/10.5281/zenodo.5774953,Snow probability monthly long-term (2000-2012) based on ESA CCI
400,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_eastness_geomorphon90m_m_1km_s0..0cm_2018_mood_v1.tif,105.8 Mb,https://doi.org/10.1038/s41597-020-0479-6,Geomorphon terrain variables
401,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_elevation_glo90.copernicus_m_1km_s0..0cm_2019_epsg.4326_mood_v1.0.tif,42.6 Mb,https://collections.eurodatacube.com/copernicus-dem/,Copernicus DEM global elevation
402,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_floodmap.500y_jrc.hazardmapping_m_1km_s0..0cm_1500..2016_mood_v1.0.tif,11.9 Mb,https://dx.doi.org/10.1007/s10584-011-0339-7,Flood probability map 500 years interval
403,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_height.above_meritdem.hydro_m_1km_s0..0cm_2020_mood_v1.tif,100.6 Mb,https://doi.org/10.1002/2017GL072874,MERIT Hydro DEM
404,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_northness_geomorphon90m_m_1km_s0..0cm_2018_mood_v1.tif,93.8 Mb,https://doi.org/10.1038/s41597-020-0479-6,Geomorphon terrain variables
405,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_slope_merit.dem_m_1km_s0..0cm_2017_mood_v1.tif,13.4 Mb,https://doi.org/10.1002/2017GL072874,MERIT DEM slope
406,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_slope.pct_geomorphon90m_m_1km_s0..0cm_2018_mood_v1.tif,100.8 Mb,https://doi.org/10.1038/s41597-020-0479-6,Geomorphon terrain variables
407,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_twi_merit.dem_m_1km_s0..0cm_2017_mood_v1.tif,29.2 Mb,https://doi.org/10.1002/2017GL072874,MERIT DEM terrain variables
408,https://s3.eu-central-1.wasabisys.com/mood/static/dtm_upstream.area_meritdem.hydro_m_1km_s0..0cm_2020_mood_v1.tif,106 Mb,https://doi.org/10.1038/s41597-020-0479-6,MERIT Hydro DEM upstream area
409,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2000.02.01..2000.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
410,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2001.02.01..2001.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
411,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2002.02.01..2002.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
412,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2003.02.01..2003.02.28_mood_v1.2.tif,49.2 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
413,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2004.02.01..2004.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
414,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2005.02.01..2005.02.28_mood_v1.2.tif,48.8 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
415,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2006.02.01..2006.02.28_mood_v1.2.tif,49.1 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
416,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2007.02.01..2007.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
417,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2008.02.01..2008.02.28_mood_v1.2.tif,49 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
418,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2009.02.01..2009.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
419,https://s3.eu-central-1.wasabisys.com/mood/T02/clm_lst_mod11a2.nighttime_p05_1km_s0..0cm_2010.02.01..2010.02.28_mood_v1.2.tif,48.9 Mb,https://doi.org/10.5281/zenodo.1420114,"MOD11A2 Land Surface Temperature for February nighttime long-term aggregated values (2000-2021), p = quantile"
